year,county,state,sex_and_age_total_population,sex_and_age_male,sex_and_age_female,sex_and_age_under_5_years,sex_and_age_5_to_9_years,sex_and_age_10_to_14_years,sex_and_age_15_to_19_years,sex_and_age_20_to_24_years,sex_and_age_25_to_34_years,sex_and_age_35_to_44_years,sex_and_age_45_to_54_years,sex_and_age_55_to_59_years,sex_and_age_60_to_64_years,sex_and_age_65_to_74_years,sex_and_age_75_to_84_years,sex_and_age_85_years_and_over,sex_and_age_median_age_years,sex_and_age_18_years_and_over,sex_and_age_21_years_and_over,sex_and_age_62_years_and_over,sex_and_age_65_years_and_over,sex_and_age_18_years_and_over.1,sex_and_age_male.1,sex_and_age_female.1,sex_and_age_65_years_and_over.1,sex_and_age_male.2,sex_and_age_female.2,race_total_population,race_one_race,race_two_or_more_races,race_one_race.1,race_one_race_white,race_one_race_black_or_african_american,race_one_race_american_indian_and_alaska_native,race_one_race_american_indian_and_alaska_native_ch,race_one_race_american_indian_and_alaska_native_ch.1,race_one_race_american_indian_and_alaska_native_na,race_one_race_american_indian_and_alaska_native_si,race_one_race_asian,race_one_race_asian_asian_indian,race_one_race_asian_chinese,race_one_race_asian_filipino,race_one_race_asian_japanese,race_one_race_asian_korean,race_one_race_asian_vietnamese,state_fips,county_fips,race_one_race_asian_other_asian,race_one_race_native_hawaiian_and_other_pacific_is,race_one_race_native_hawaiian_and_other_pacific_is.1,race_one_race_native_hawaiian_and_other_pacific_is.2,race_one_race_native_hawaiian_and_other_pacific_is.3,race_one_race_native_hawaiian_and_other_pacific_is.4,race_one_race_some_other_race,race_two_or_more_races.1,race_two_or_more_races_white_and_black_or_african_,race_two_or_more_races_white_and_american_indian_a,race_two_or_more_races_white_and_asian,race_two_or_more_races_black_or_african_american_a,race_race_alone_or_in_combination_with_one_or_more,race_white,race_black_or_african_american,race_american_indian_and_alaska_native,race_asian,race_native_hawaiian_and_other_pacific_islander,race_some_other_race,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_hispanic_or_latino_of_,hispanic_or_latino_and_race_hispanic_or_latino_of_.1,hispanic_or_latino_and_race_hispanic_or_latino_of_.2,hispanic_or_latino_and_race_hispanic_or_latino_of_.3,hispanic_or_latino_and_race_hispanic_or_latino_of_.4,hispanic_or_latino_and_race_not_hispanic_or_latino,hispanic_or_latino_and_race_not_hispanic_or_latino.1,hispanic_or_latino_and_race_not_hispanic_or_latino.2,hispanic_or_latino_and_race_not_hispanic_or_latino.3,hispanic_or_latino_and_race_not_hispanic_or_latino.4,hispanic_or_latino_and_race_not_hispanic_or_latino.5,hispanic_or_latino_and_race_not_hispanic_or_latino.6,hispanic_or_latino_and_race_not_hispanic_or_latino.7,hispanic_or_latino_and_race_not_hispanic_or_latino.8,hispanic_or_latino_and_race_not_hispanic_or_latino.9,total_housing_units
2010,Nassau County,New York,1329083,642527,686556,74190,84828,94677,94216,76727,139122,187050,214789,89075,73448,94826,74829,31306,40.7,1014397,963844,240790,200961,1014397,481158,533239,200961,83139,117822,1329083,1306717,22366,1306717,983730,144473,1861,172,49,15,17,99017,38805,21639,10117,2032,12893,1501,36,59,12030,35,27,0,0,8,77601,22366,5454,2283,3889,808,1329083,1000944,154624,6335,105689,380,85053,1329083,182003,10684,29733,6058,135528,1147080,891002,138961,1133,98416,35,5156,12377,2230,10147,466721
2010,New York County,New York,1583345,744303,839042,79020,61650,60790,79219,135906,338125,243451,203539,93647,80472,109867,68508,29151,36.3,1341389,1280174,252522,207526,1341389,621443,719946,207526,83690,123836,1583345,1531688,51657,1531688,888905,245976,5494,118,0,25,11,176542,24512,95987,10648,14491,17027,2957,36,61,10920,456,255,0,116,85,214315,51657,16161,3048,11568,1757,1583345,930385,273723,13390,192115,1288,228792,1583345,406972,42044,115794,11864,237270,1176373,756591,209206,1779,175252,296,6255,26994,2056,24938,839013
2010,Niagara County,New York,216064,104668,111396,11566,12673,14303,15729,13620,23082,28843,35291,15006,12169,16392,12417,4973,41.2,168277,158323,40889,33782,168277,80286,87991,33782,14070,19712,216064,212290,3774,212290,192991,14846,1846,31,0,0,23,1829,435,714,282,9,225,44,36,63,120,39,15,19,0,5,739,3774,1665,1146,333,129,216064,196405,16791,3390,2188,94,1071,216064,4457,978,2346,78,1055,211607,189607,14523,1740,1812,15,285,3625,274,3351,98686
2010,Oneida County,New York,234533,117094,117439,13071,14072,14775,17483,15791,26341,31131,35583,15403,13237,17893,13768,5985,40.4,182461,171637,45556,37646,182461,90291,92170,37646,15780,21866,234533,229428,5105,229428,205844,13412,495,21,6,0,12,5848,911,1253,334,218,371,1016,36,65,1745,116,50,0,0,66,3713,5105,2302,783,413,321,234533,210142,16691,1922,6463,253,4595,234533,10220,1039,5889,203,3089,224313,200945,12649,362,5815,116,394,4032,148,3884,104049
2010,Onondaga County,New York,463704,223042,240662,27285,29570,31524,36913,34092,54574,61471,70868,29945,23534,30642,23161,10125,38.3,354570,329751,76524,63928,354570,167434,187136,63928,26409,37519,463704,453162,10542,453162,381903,49057,3511,145,50,46,0,14027,3450,3640,1395,308,1537,1501,36,67,2196,331,100,206,0,25,4333,10542,4363,2241,1328,567,463704,390984,55235,6764,15752,674,5517,463704,17294,1976,8481,1425,5412,446410,371570,47742,3272,13941,146,581,9158,297,8861,201871
2010,Ontario County,New York,106298,51991,54307,5764,6247,7758,7964,6433,10096,14616,17460,7840,6550,8100,5162,2308,41.6,81729,76812,19192,15570,81729,39388,42341,15570,6742,8828,106298,104396,1902,104396,99860,2542,161,0,0,0,0,1093,123,335,147,62,127,0,36,69,299,0,0,0,0,0,740,1902,801,433,198,0,106298,101646,3469,628,1355,52,1124,106298,3405,567,1895,99,844,102893,97952,2165,127,1081,0,167,1401,96,1305,47290
2010,Orange County,New York,370201,185158,185043,26670,28130,29341,29865,24098,41209,55490,56378,22059,17606,21099,13161,5095,36.2,267563,250168,49128,39355,267563,132290,135273,39355,16680,22675,370201,360328,9873,360328,287914,35460,1006,30,12,0,37,8807,2760,1750,1732,273,1075,408,36,71,809,82,16,58,0,8,27059,9873,3004,1012,1440,303,370201,296062,40871,2997,10852,225,30318,370201,62575,16804,26524,1114,18133,307626,258131,33230,824,8553,82,751,6055,350,5705,135562
2010,Orleans County,New York,43169,21460,21709,2302,2746,2908,3265,2815,4720,6140,7030,2755,2469,3265,1735,1019,40.2,33175,31414,7545,6019,33175,16272,16903,6019,2646,3373,43169,42495,674,42495,38831,2608,333,13,0,0,0,148,0,12,8,44,30,0,36,73,54,0,0,0,0,0,575,674,384,52,73,36,43169,39433,3080,444,281,17,635,43169,1758,850,732,18,158,41411,37954,2440,333,148,0,33,503,30,473,18300
2010,Oswego County,New York,122220,60761,61459,7041,7638,8648,10933,9833,12860,16789,19264,7981,6341,8056,4993,1843,38.0,92945,85203,18266,14892,92945,45784,47161,14892,6581,8311,122220,120634,1586,120634,118109,1096,300,3,6,0,0,811,151,216,90,104,190,0,36,75,60,14,0,0,0,14,304,1586,412,773,44,0,122220,119649,1637,1181,867,62,518,122220,2444,587,1196,163,498,119776,116560,927,294,808,0,58,1129,25,1104,53652
2010,Otsego County,New York,62604,30298,32306,2784,3306,3505,6089,6982,5356,7248,9174,4626,3604,5086,3396,1448,39.8,50443,44712,11972,9930,50443,24103,26340,9930,4351,5579,62604,61766,838,61766,59377,1216,71,10,0,0,0,570,60,214,29,8,112,99,36,77,48,0,0,0,0,0,532,838,96,356,81,36,62604,60075,1541,611,718,13,632,62604,1886,209,797,40,840,60718,58250,1141,71,570,0,97,589,28,561,30725
2010,Putnam County,New York,99545,49548,49997,5361,6723,7535,6991,4935,9578,16130,18105,7370,5409,6463,3563,1382,40.9,75070,71759,14360,11408,75070,37044,38026,11408,5088,6320,99545,97343,2202,97343,88916,2076,14,0,0,0,0,1903,324,584,355,57,198,222,36,79,163,0,0,0,0,0,4434,2202,412,434,324,86,99545,90968,2756,635,2340,0,5244,99545,10674,1419,3280,616,5359,88871,83603,1876,0,1891,0,89,1412,181,1231,37881
2010,Queens County,New York,2199169,1063190,1135979,132796,119630,125172,138401,155314,356044,331446,317155,131695,109421,146371,95672,40052,37.1,1738181,1652517,342358,282095,1738181,827291,910890,282095,113274,168821,2199169,2146436,52733,2146436,947722,419972,9118,732,72,0,77,507598,145924,190178,41036,7136,61187,4864,36,81,57273,811,477,79,72,183,261215,52733,8078,3752,7563,3291,2199169,980641,444258,20487,526169,1845,282942,2199169,593140,77983,111888,12519,390750,1606029,628881,395338,6290,504484,732,38994,31310,6816,24494,832357
2010,Rensselaer County,New York,158629,78169,80460,8816,9250,10121,12131,12007,19359,21500,24665,10803,8663,10712,6936,3666,39.1,123904,115483,26430,21314,123904,60545,63359,21314,8949,12365,158629,153600,5029,153600,140335,7943,379,48,0,0,43,3290,919,1025,175,78,259,231,36,83,603,14,0,1,0,13,1639,5029,1839,2062,456,97,158629,145164,10169,2751,3890,14,1964,158629,5622,731,3087,175,1629,153007,137191,7413,349,3278,14,352,4410,77,4333,70891
2010,Richmond County,New York,463450,224673,238777,28313,29659,31305,32924,30103,59582,67997,70746,30498,25196,30656,19436,7035,38.1,353732,334290,71021,57127,353732,168260,185472,57127,23532,33595,463450,455939,7511,455939,351112,46563,904,31,27,13,0,35426,7654,11925,5564,209,4077,1037,36,85,4960,0,0,0,0,0,21934,7511,2407,812,1038,321,463450,356885,50566,2311,37344,111,24142,463450,75602,13218,37751,1873,22760,387848,303035,43876,506,34870,0,1148,4413,375,4038,175907
2010,Rockland County,New York,305461,149577,155884,23195,23443,24195,23440,18568,33263,40332,43798,18685,16630,21098,12960,5854,36.8,219508,207180,49071,39912,219508,105456,114052,39912,16770,23142,305461,301692,3769,301692,228533,37211,700,58,0,0,0,19567,6505,3762,4585,255,1845,820,36,87,1795,274,0,74,200,0,15407,3769,1079,225,480,81,305461,231145,39040,1267,20826,417,16800,305461,44607,4626,12618,1128,26235,260854,203056,34837,679,19292,56,795,2139,465,1674,102533
2010,St. Lawrence County,New York,111778,56879,54899,6523,6165,7027,10906,11007,12018,14014,15860,7136,6046,7891,5295,1890,36.9,87451,77898,18408,15076,87451,44387,43064,15076,6511,8565,111778,110366,1412,110366,104796,3134,516,48,0,5,0,1037,105,573,38,17,154,47,36,89,103,48,37,1,0,10,835,1412,475,361,153,32,111778,106048,3796,961,1231,73,1177,111778,2219,194,1081,84,860,109559,103937,2922,491,1036,48,89,1036,31,1005,51845
2010,Saratoga County,New York,217264,106821,110443,12213,15055,14027,14686,11873,24480,33720,35063,14923,12720,15291,8907,4306,40.0,166769,158611,35683,28504,166769,81045,85724,28504,12543,15961,217264,213556,3708,213556,205842,3191,358,34,14,0,0,3253,1259,528,156,92,336,396,36,91,486,67,0,14,0,53,845,3708,1054,585,1134,93,217264,209284,4674,1382,4676,178,1209,217264,4963,710,2095,231,1927,212301,202314,2859,358,3232,67,213,3258,78,3180,97153
2010,Schenectady County,New York,153268,73966,79302,9334,9369,10312,11011,9687,17803,20896,23791,10045,8117,10316,8693,3894,39.7,117489,110561,27548,22903,117489,55621,61868,22903,9294,13609,153268,149946,3322,149946,124589,14603,737,16,10,0,0,5689,2908,1225,249,175,587,216,36,93,329,244,27,30,0,187,4084,3322,1335,234,412,181,153268,127278,16615,1347,6624,322,4802,153268,8033,1103,4727,94,2109,145235,120230,13728,727,5550,214,2222,2564,262,2302,67701
2010,Schoharie County,New York,32789,16356,16433,1526,2042,1859,2936,2330,3177,4222,5081,2391,2161,2730,1770,564,41.3,25968,23801,6217,5064,25968,12950,13018,5064,2378,2686,32789,32513,276,32513,31593,416,122,3,0,25,0,217,79,33,28,40,37,0,36,95,0,0,0,0,0,0,165,276,114,122,4,0,32789,31844,552,263,235,0,179,32789,891,125,520,24,222,31898,30906,393,109,217,0,23,250,3,247,17065
2010,Schuyler County,New York,18566,9310,9256,840,1021,1303,1338,1087,1804,2476,3086,1570,1053,1668,1005,315,42.5,14519,13844,3685,2988,14519,7243,7276,2988,1337,1651,18566,18355,211,18355,17977,292,42,0,0,0,0,28,0,28,0,0,0,0,36,97,0,0,0,0,0,0,16,211,22,161,19,0,18566,18184,316,209,50,0,23,18566,216,98,62,0,56,18350,17850,222,42,28,0,15,193,4,189,9424
2010,Seneca County,New York,35309,18438,16871,1970,1920,2306,2407,2439,4129,4755,5423,2555,2063,2697,1904,741,40.5,27578,26292,6517,5342,27578,14506,13072,5342,2409,2933,35309,34848,461,34848,32749,1583,189,3,0,42,0,198,71,23,0,11,6,14,36,99,73,4,2,2,0,0,125,461,241,80,89,0,35309,33205,1829,269,288,17,163,35309,977,124,666,0,187,34332,32113,1497,181,198,4,13,326,0,326,15810
2010,Steuben County,New York,98724,48876,49848,5808,6464,6997,6983,5196,10631,12878,15665,7087,5746,7949,5265,2055,41.0,74910,71383,18600,15269,74910,36732,38178,15269,6672,8597,98724,97902,822,97902,94374,1681,277,75,0,0,28,1200,429,339,50,102,114,9,36,101,157,0,0,0,0,0,370,822,295,298,52,32,98724,95125,2051,625,1252,52,459,98724,1346,330,465,35,516,97378,93554,1563,262,1200,0,82,717,29,688,48562
2010,Suffolk County,New York,1482548,728895,753653,88478,99084,108027,107567,85676,165229,228064,236607,92701,77972,101909,65257,25977,39.2,1118469,1061541,238119,193143,1118469,542005,576464,193143,81777,111366,1482548,1459547,23001,1459547,1230714,108717,3645,111,0,0,50,50598,15896,13186,5214,1247,4987,1488,36,103,8580,48,0,48,0,0,65825,23001,4906,2983,4329,1834,1482548,1249776,118188,9435,56411,524,72794,1482548,227467,15729,63079,4093,144566,1255081,1082249,102867,2203,50178,0,2179,15405,1147,14258,564684
2010,Sullivan County,New York,77625,39742,37883,4642,4620,5106,5488,4321,8483,11004,12285,5559,5006,6386,3253,1472,41.2,59741,57048,13833,11111,59741,30470,29271,11111,5264,5847,77625,75251,2374,75251,63910,6645,469,9,0,0,0,1090,305,89,173,35,221,47,36,105,220,0,0,0,0,0,3137,2374,816,397,64,200,77625,65770,7987,1206,1368,92,3725,77625,9916,1225,4742,396,3553,67709,58619,6098,100,1090,0,123,1679,31,1648,48675
2010,Tioga County,New York,51377,25544,25833,2963,2933,4063,3699,2595,5139,6837,8887,3629,2879,4273,2586,894,42.0,39013,37100,9343,7753,39013,19157,19856,7753,3554,4199,51377,50651,726,50651,49924,266,69,2,0,0,0,258,92,52,33,14,36,17,36,107,14,18,0,0,0,18,116,726,218,234,167,28,51377,50573,533,352,442,67,157,51377,718,205,364,17,132,50659,49387,208,66,258,18,66,656,32,624,22109
2010,Tompkins County,New York,100612,49716,50896,4349,4171,4835,12813,17476,12830,11068,12106,5742,4677,5302,3400,1843,29.6,83766,69375,13124,10545,83766,40803,42963,10545,4472,6073,100612,98194,2418,98194,83863,3864,288,68,34,0,0,9048,939,4488,233,357,1664,220,36,109,1147,64,0,0,0,64,1067,2418,880,466,440,214,100612,85972,5101,1043,9600,160,1302,100612,4112,735,1231,150,1996,96500,81243,3513,268,8967,64,323,2122,111,2011,41381
2010,Ulster County,New York,182782,90934,91848,9139,10360,10983,13488,12143,19942,26155,30348,13268,11007,13621,8882,3446,41.2,144523,136133,31911,25949,144523,71397,73126,25949,11319,14630,182782,178278,4504,178278,160766,10721,448,84,0,0,0,3105,996,837,426,138,197,196,36,111,315,22,10,12,0,0,3216,4504,1791,834,432,244,182782,164622,13408,1691,3745,54,4141,182782,15065,3083,6712,483,4787,167717,150751,9905,306,3077,22,195,3461,120,3341,83007
2010,Warren County,New York,65707,32080,33627,3352,3546,4253,4395,3485,6950,8881,10770,5328,4003,5569,3816,1359,43.1,51728,49368,12999,10744,51728,24919,26809,10744,4686,6058,65707,65263,444,65263,63700,587,287,0,22,0,0,463,136,113,48,38,81,27,36,113,20,29,0,0,0,29,197,444,163,112,57,0,65707,64054,844,399,561,47,250,65707,1173,143,429,55,546,64534,62781,573,287,463,29,57,344,0,344,38343
2010,Washington County,New York,63088,32716,30372,3292,3628,4067,4363,3899,6973,9333,10128,4436,3588,4951,3286,1144,41.2,49353,46835,11345,9381,49353,25505,23848,9381,4118,5263,63088,62443,645,62443,59643,1938,115,27,0,0,0,301,2,31,45,33,25,41,36,115,124,33,0,0,0,33,413,645,211,267,43,70,63088,60185,2266,460,368,33,435,63088,1460,117,710,34,599,61628,58889,1709,72,278,33,67,580,7,573,28626
2010,Wayne County,New York,93654,46523,47131,5484,6117,6868,6817,4690,9507,13685,15745,6462,5464,6916,4208,1691,40.8,70635,67582,15981,12815,70635,34830,35805,12815,5757,7058,93654,92554,1100,92554,87678,3362,296,10,19,0,4,418,84,37,40,14,53,135,36,117,55,0,0,0,0,0,800,1100,349,320,211,14,93654,88693,3808,642,629,8,994,93654,3268,1339,1487,44,398,90386,85504,3214,275,418,0,104,871,42,829,40825
2010,Westchester County,New York,939406,451581,487825,57979,63293,65785,65073,51773,106132,138704,145960,61553,47849,65661,48129,21515,39.7,710366,675355,161991,135305,710366,334074,376292,135305,55070,80235,939406,917559,21847,917559,638026,132721,1231,73,0,0,0,50538,18935,10154,5973,5368,5387,583,36,119,4138,188,135,28,0,25,94855,21847,6480,1367,4315,608,939406,655345,143835,4398,57134,444,101776,939406,192932,40142,46638,4791,101361,746474,553405,125664,835,50098,128,3457,12887,1337,11550,368498
2010,Wyoming County,New York,42367,23247,19120,2074,2679,2413,2809,2504,5534,6579,6938,3099,2180,3025,1793,740,40.1,33323,31873,6787,5558,33323,18618,14705,5558,2506,3052,42367,41921,446,41921,38258,2774,103,8,4,0,0,248,62,15,30,4,22,83,36,121,32,8,8,0,0,0,530,446,143,133,39,38,42367,38639,2982,290,287,24,599,42367,1242,94,730,113,305,41125,37708,2601,92,248,8,47,421,44,377,17876
2010,Yates County,New York,25250,12323,12927,1507,1718,1888,2180,1684,2257,2803,3791,1919,1392,2173,1253,685,39.9,18966,17622,4852,4111,18966,9116,9850,4111,1876,2235,25250,25073,177,25073,24594,281,78,0,0,0,0,83,1,40,0,6,18,0,36,123,18,0,0,0,0,0,37,177,36,89,26,0,25250,24757,317,167,135,0,63,25250,389,86,190,0,113,24861,24332,223,72,83,0,0,151,0,151,13303
2010,Alamance County,North Carolina,147072,70095,76977,9472,9985,9370,10669,10326,17004,21098,21116,9321,7473,10905,7128,3205,38.0,112232,104718,25438,21238,112232,52293,59939,21238,8700,12538,147072,143903,3169,143903,103107,26668,396,93,0,0,0,1756,248,82,365,47,241,522,37,1,251,173,21,0,0,152,11803,3169,1441,451,368,279,147072,105960,28578,1217,2145,217,12298,147072,15356,11359,633,124,3240,131716,100158,26481,396,1737,173,118,2653,25,2628,65170
2010,Alexander County,North Carolina,36797,18295,18502,2231,2487,2326,2331,1886,4542,5565,5460,2434,2236,3225,1468,606,40.3,28304,27063,6533,5299,28304,14074,14230,5299,2261,3038,36797,36314,483,36314,32700,1862,83,0,0,0,0,340,0,80,12,0,0,0,37,3,248,129,5,4,0,120,1200,483,200,133,55,0,36797,33183,2095,249,395,129,1262,36797,1499,1385,46,0,68,35298,32405,1862,83,340,129,58,421,0,421,15881
2010,Alleghany County,North Carolina,11084,5643,5441,474,637,434,748,730,990,1479,1618,941,753,1309,700,271,45.4,9022,8668,2721,2280,9022,4679,4343,2280,1004,1276,11084,10936,148,10936,10025,69,15,0,0,0,0,31,0,6,18,0,0,0,37,5,7,2,0,0,0,2,794,148,30,37,11,0,11084,10103,99,122,42,2,864,11084,1021,841,11,76,93,10063,9889,69,10,30,0,0,65,0,65,7844
2010,Anson County,North Carolina,26785,13975,12810,1603,1584,1767,1860,1547,3390,3952,3905,1847,1502,2121,1276,431,40.0,20672,19666,4584,3828,20672,10777,9895,3828,1502,2326,26785,26446,339,26446,12473,13248,186,29,0,0,0,276,0,21,23,22,18,9,37,7,183,0,0,0,0,0,263,339,216,52,0,3,26785,12741,13525,251,336,0,271,26785,364,219,29,0,116,26421,12379,13239,186,276,0,29,312,0,312,11382
2010,Ashe County,North Carolina,26787,13181,13606,1430,1626,1316,1372,1282,2962,3528,4020,2230,1793,2939,1669,620,44.6,21561,20849,6451,5228,21561,10535,11026,5228,2251,2977,26787,26710,77,26710,25739,30,52,23,0,0,3,37,0,0,0,16,0,21,37,9,0,0,0,0,0,0,852,77,8,9,8,12,26787,25804,50,73,45,0,892,26787,1179,1086,8,27,58,25608,25451,30,43,37,0,0,47,30,17,16739
2010,Avery County,North Carolina,17951,9661,8290,766,782,977,874,1509,2424,2528,2647,1356,1048,1696,992,352,41.7,14822,14253,3578,3040,14822,8119,6703,3040,1341,1699,17951,16792,1159,16792,15652,584,166,37,15,0,0,112,49,6,0,0,8,41,37,11,8,80,80,0,0,0,198,1159,233,779,0,72,17951,16731,927,1040,135,103,235,17951,710,571,81,9,49,17241,15196,584,166,112,9,58,1116,0,1116,13669
2010,Beaufort County,North Carolina,47185,22558,24627,2868,3340,2570,2716,2481,5030,5726,7096,3574,3612,4710,2611,851,43.5,36576,35064,10168,8172,36576,17157,19419,8172,3503,4669,47185,46736,449,46736,32075,12330,119,51,0,0,0,203,87,46,32,0,0,0,37,13,38,28,13,15,0,0,1981,449,152,122,0,0,47185,32453,12600,288,203,77,2060,47185,2893,2354,121,0,418,44292,31367,12244,104,203,13,37,324,22,302,24397
2010,Bertie County,North Carolina,20890,10179,10711,1224,1173,1297,1257,1375,2063,2802,3382,1577,1200,1874,1318,348,43.3,16305,15757,4274,3540,16305,7843,8462,3540,1423,2117,20890,20785,105,20785,7496,12935,137,0,0,0,0,89,0,0,79,10,0,0,37,15,0,6,0,0,3,3,122,105,33,11,16,0,20890,7593,13005,185,113,6,130,20890,279,244,24,0,11,20611,7348,12926,137,89,6,0,105,8,97,9753
2010,Bladen County,North Carolina,34629,16739,17890,2179,2224,2295,2445,2093,3816,4435,5149,2088,2725,3102,1504,574,39.9,26360,25133,6883,5180,26360,12388,13972,5180,2124,3056,34629,33836,793,33836,19684,12034,773,34,0,0,16,11,0,11,0,0,0,0,37,17,0,0,0,0,0,0,1334,793,88,251,50,204,34629,20097,12502,1228,61,176,1358,34629,2238,1881,70,34,253,32391,19052,11994,736,11,0,0,598,0,598,17388
2010,Brunswick County,North Carolina,101994,49854,52140,5477,5803,4922,5115,4614,10629,12312,13952,9281,9517,13377,5603,1392,46.6,82521,79924,25811,20372,82521,39905,42616,20372,9896,10476,101994,99613,2381,99613,85645,11503,320,129,0,0,27,458,66,61,6,17,50,179,37,19,79,0,0,0,0,0,1687,2381,432,754,130,343,101994,87398,12733,1633,750,99,2001,101994,4988,3534,495,6,953,97006,82766,11404,300,458,0,0,2078,18,2060,74241
2010,Buncombe County,North Carolina,233249,111907,121342,13193,13068,13621,14088,14515,31114,31866,34675,16041,14757,18627,12798,4886,40.6,184844,176097,44375,36311,184844,87071,97773,36311,15092,21219,233249,228703,4546,228703,207006,15332,890,179,25,0,0,2282,415,473,378,157,222,349,37,21,288,187,49,31,107,0,3006,4546,1227,1312,586,138,233249,211035,17279,2522,3061,356,3834,233249,12768,8516,733,310,3209,220481,198392,15158,723,2258,169,188,3593,141,3452,110879
2010,Burke County,North Carolina,90557,45160,45397,5049,5570,5794,6941,5323,9914,12879,13311,6307,5404,7919,4293,1853,40.3,70018,66116,16969,14065,70018,34495,35523,14065,5923,8142,90557,89148,1409,89148,77371,6115,325,52,0,0,14,3055,110,62,72,15,6,71,37,23,2719,37,26,0,0,11,2245,1409,509,203,326,26,90557,78635,6787,601,3410,95,2485,90557,4432,1488,435,81,2428,86125,75394,6024,311,3055,37,104,1200,31,1169,40516
2010,Cabarrus County,North Carolina,169990,82869,87121,12801,13053,12972,11446,9044,22486,27546,24523,9169,8267,10283,6158,2242,36.3,123489,117877,23267,18683,123489,59025,64464,18683,7769,10914,169990,166943,3047,166943,134725,24896,560,81,0,0,34,3132,870,591,343,106,552,306,37,25,364,134,25,0,0,109,3496,3047,1104,689,368,56,169990,137545,26366,1588,3670,226,3973,169990,15066,10639,1732,396,2299,154924,124012,24570,389,2966,134,563,2290,46,2244,69430
2010,Caldwell County,North Carolina,82162,40365,41797,4683,5035,5694,5645,4148,9026,12411,12482,6031,4826,7081,3710,1390,40.5,63237,60001,14982,12181,63237,30757,32480,12181,5206,6975,82162,81058,1104,81058,73817,3843,159,28,0,0,0,437,63,69,37,0,79,73,37,27,116,45,0,0,0,45,2757,1104,532,264,54,39,82162,74836,4491,462,491,171,2846,82162,3573,1725,367,173,1308,78589,72996,3797,131,437,45,123,1060,14,1046,37228
2010,Camden County,North Carolina,9719,4822,4897,607,574,961,706,624,760,1465,1678,494,558,779,353,160,40.2,7152,6811,1580,1292,7152,3540,3612,1292,606,686,9719,9555,164,9555,7891,1485,0,0,0,0,0,128,0,0,0,0,128,0,37,29,0,0,0,0,0,0,51,164,151,13,0,0,9719,8055,1636,13,128,0,51,9719,86,86,0,0,0,9633,7818,1485,0,128,0,38,164,0,164,3953
2010,Carteret County,North Carolina,65068,32156,32912,3212,3471,3432,3733,3363,7168,8042,10527,5432,4887,6688,4031,1082,45.1,52592,50488,14783,11801,52592,25533,27059,11801,5369,6432,65068,63640,1428,63640,57815,3799,229,21,0,0,15,498,132,62,81,100,6,10,37,31,107,15,0,0,0,15,1284,1428,572,377,184,52,65068,59102,4501,683,695,15,1507,65068,2102,1482,227,34,359,62966,57068,3799,171,498,0,127,1303,194,1109,47459
2010,Caswell County,North Carolina,23848,12142,11706,1147,1399,1531,1445,1244,2615,3407,3965,1821,1602,2146,1040,486,42.8,18782,17994,4624,3672,18782,9470,9312,3672,1545,2127,23848,23474,374,23474,14984,8084,167,24,0,0,0,10,0,10,0,0,0,0,37,33,0,9,0,0,9,0,220,374,131,84,0,17,23848,15314,8282,300,10,9,339,23848,743,361,275,12,95,23105,14605,8072,135,10,9,19,255,0,255,10546
2010,Catawba County,North Carolina,153149,75157,77992,9876,10422,10322,10283,8621,18686,22523,22874,10061,8619,11651,6809,2402,38.9,116102,110602,25845,20862,116102,56128,59974,20862,8706,12156,153149,149973,3176,149973,125454,12697,550,127,0,0,43,4921,580,59,207,86,73,682,37,35,3234,11,11,0,0,0,6340,3176,1311,422,505,228,153149,128263,14501,1347,5510,29,6873,153149,12436,8846,682,105,2803,140713,120480,12392,340,4921,11,127,2442,55,2387,67439
2010,Chatham County,North Carolina,61426,29728,31698,3962,3459,3987,3372,2542,6943,8871,9093,4206,4324,5447,3978,1242,42.7,47861,46135,13261,10667,47861,22808,25053,10667,4613,6054,61426,60541,885,60541,47443,8515,224,60,12,0,0,782,305,140,14,19,74,118,37,37,112,0,0,0,0,0,3577,885,223,215,110,149,61426,48101,8962,588,895,0,3765,61426,7623,5395,172,36,2020,53803,43845,8314,196,782,0,53,613,3,610,27726
2010,Cherokee County,North Carolina,27317,13268,14049,1349,1426,1647,1479,1106,2590,3184,3920,2530,2208,3499,1577,802,47.4,21928,21251,7123,5878,21928,10618,11310,5878,2715,3163,27317,26658,659,26658,25440,222,438,273,0,0,0,177,0,16,108,0,0,53,37,39,0,0,0,0,0,0,381,659,61,485,0,0,27317,26073,309,923,177,0,494,27317,681,317,225,107,32,26636,25276,174,431,177,0,32,546,9,537,17071
2010,Chowan County,North Carolina,14859,7298,7561,774,837,1050,1374,792,1151,1741,2222,1131,977,1500,796,514,42.3,11561,10579,3446,2810,11561,5462,6099,2810,1177,1633,14859,14786,73,14786,9147,5085,167,71,0,0,0,81,59,0,0,7,0,0,37,41,15,0,0,0,0,0,306,73,24,14,0,35,14859,9185,5144,216,81,0,306,14859,419,347,50,22,0,14440,9084,5035,167,81,0,0,73,0,73,7193
