year,county,state,sex_and_age_total_population,sex_and_age_total_population_male,sex_and_age_total_population_female,sex_and_age_total_population_sex_ratio_males_per_1,sex_and_age_total_population_under_5_years,sex_and_age_total_population_5_to_9_years,sex_and_age_total_population_10_to_14_years,sex_and_age_total_population_15_to_19_years,sex_and_age_total_population_20_to_24_years,sex_and_age_total_population_25_to_34_years,sex_and_age_total_population_35_to_44_years,sex_and_age_total_population_45_to_54_years,sex_and_age_total_population_55_to_59_years,sex_and_age_total_population_60_to_64_years,sex_and_age_total_population_65_to_74_years,sex_and_age_total_population_75_to_84_years,sex_and_age_total_population_85_years_and_over,sex_and_age_total_population_median_age_years,sex_and_age_total_population_under_18_years,sex_and_age_total_population_16_years_and_over,sex_and_age_total_population_18_years_and_over,sex_and_age_total_population_21_years_and_over,sex_and_age_total_population_62_years_and_over,sex_and_age_total_population_65_years_and_over,sex_and_age_total_population_18_years_and_over.1,sex_and_age_total_population_18_years_and_over_mal,sex_and_age_total_population_18_years_and_over_fem,sex_and_age_total_population_18_years_and_over_sex,sex_and_age_total_population_65_years_and_over.1,sex_and_age_total_population_65_years_and_over_mal,sex_and_age_total_population_65_years_and_over_fem,sex_and_age_total_population_65_years_and_over_sex,race_total_population,race_total_population_one_race,race_total_population_two_or_more_races,race_total_population_one_race.1,race_total_population_one_race_white,race_total_population_one_race_black_or_african_am,race_total_population_one_race_american_indian_and,race_total_population_one_race_american_indian_and.1,race_total_population_one_race_american_indian_and.2,race_total_population_one_race_american_indian_and.3,race_total_population_one_race_american_indian_and.4,race_total_population_one_race_american_indian_and.5,race_total_population_one_race_american_indian_and.6,state_fips,county_fips,race_total_population_one_race_american_indian_and.7,race_total_population_one_race_asian,race_total_population_one_race_asian_asian_indian,race_total_population_one_race_asian_chinese,race_total_population_one_race_asian_filipino,race_total_population_one_race_asian_japanese,race_total_population_one_race_asian_korean,race_total_population_one_race_asian_vietnamese,race_total_population_one_race_asian_other_asian,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_native_hawaiian_and.1,race_total_population_one_race_native_hawaiian_and.2,race_total_population_one_race_native_hawaiian_and.3,race_total_population_one_race_native_hawaiian_and.4,race_total_population_one_race_some_other_race,race_total_population_two_or_more_races.1,race_total_population_two_or_more_races_white_and_,race_total_population_two_or_more_races_white_and_.1,race_total_population_two_or_more_races_white_and_.2,race_total_population_two_or_more_races_white_and_.3,race_total_population_two_or_more_races_black_or_a,race_total_population_two_or_more_races_black_or_a.1,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe.1,race_alone_or_in_combination_with_one_or_more_othe.2,race_alone_or_in_combination_with_one_or_more_othe.3,race_alone_or_in_combination_with_one_or_more_othe.4,race_alone_or_in_combination_with_one_or_more_othe.5,race_alone_or_in_combination_with_one_or_more_othe.6,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa.1,hispanic_or_latino_and_race_total_population_hispa.2,hispanic_or_latino_and_race_total_population_hispa.3,hispanic_or_latino_and_race_total_population_hispa.4,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h.1,hispanic_or_latino_and_race_total_population_not_h.2,hispanic_or_latino_and_race_total_population_not_h.3,hispanic_or_latino_and_race_total_population_not_h.4,hispanic_or_latino_and_race_total_population_not_h.5,hispanic_or_latino_and_race_total_population_not_h.6,hispanic_or_latino_and_race_total_population_not_h.7,hispanic_or_latino_and_race_total_population_not_h.8,hispanic_or_latino_and_race_total_population_not_h.9,total_housing_units,citizen_voting_age_population_citizen_18_and_over_,citizen_voting_age_population_citizen_18_and_over_.1,citizen_voting_age_population_citizen_18_and_over_.2
2023,Montrose County,Colorado,43272,21611,21661,99.8,2049,2403,2804,2475,2221,4144,5128,4926,2843,3311,6473,3396,1099,45.7,8864,35617,34408,33145,12893,10968,34408,16895,17513,96.5,10968,5104,5864,87.0,43272,37320,5952,37320,35209,147,450,0,4,0,0,71,0,8,85,375,232,0,23,80,7,14,2,106,7,0,7,0,0,1275,5952,230,367,168,4852,0,0,43272,41039,489,1099,571,40,6199,43272,9195,7309,94,27,1765,34077,32028,129,277,232,7,113,1291,399,892,19429,32622,15733,16889
2023,Morgan County,Colorado,29186,15054,14132,106.5,2006,2380,1993,1872,1886,3920,3684,3171,1953,1712,2667,1646,296,36.9,7638,22338,21548,20730,5498,4609,21548,11169,10379,107.6,4609,2152,2457,87.6,29186,23844,5342,23844,20540,894,548,1,0,28,0,140,0,8,87,379,177,41,22,51,3,49,2,9,19,19,0,0,0,1666,5342,307,245,163,4473,2,63,29186,25809,1305,834,340,44,6252,29186,10918,8583,87,15,2233,18268,16373,890,43,177,19,41,725,146,579,11670,19466,9921,9545
2023,Otero County,Colorado,18460,9179,9281,98.9,1063,924,1509,1439,920,2073,2296,1933,1049,1378,2267,944,665,40.9,4315,14648,14145,13425,4590,3876,14145,6987,7158,97.6,3876,1842,2034,90.6,18460,15924,2536,15924,13104,188,304,24,0,1,0,7,0,8,89,272,134,8,5,17,19,36,32,17,3,0,0,0,3,2191,2536,63,291,50,1920,0,2,18460,15578,288,763,184,10,4316,18460,7698,6397,0,5,1296,10762,9627,181,74,134,0,249,497,151,346,8725,13843,6833,7010
2023,Ouray County,Colorado,5024,2600,2424,107.3,114,97,248,187,88,572,502,664,319,451,1175,547,60,55.6,633,4474,4391,4366,2036,1782,4391,2292,2099,109.2,1782,987,795,124.2,5024,4682,342,4682,4519,101,0,0,0,0,0,0,0,8,91,0,20,0,5,0,0,4,0,11,0,0,0,0,0,42,342,54,39,73,165,0,0,5024,4850,155,39,104,11,207,5024,238,138,0,0,100,4786,4489,40,0,20,0,10,227,50,177,3466,4327,2283,2044
2023,Park County,Colorado,17739,9332,8407,111.0,558,485,970,668,627,1675,2398,2605,1598,2108,2953,975,119,51.7,2605,15402,15134,14903,5391,4047,15134,8054,7080,113.8,4047,2196,1851,118.6,17739,16851,888,16851,16109,143,138,0,18,0,0,15,0,8,93,105,193,0,25,83,0,85,0,0,0,0,0,0,0,268,888,101,270,18,386,0,0,17739,16985,305,521,211,0,706,17739,1315,809,139,52,315,16424,15393,142,66,193,0,37,593,144,449,14362,15021,7993,7028
2023,Phillips County,Colorado,4491,2162,2329,92.8,351,366,333,202,222,442,705,525,268,269,347,294,167,40.3,1168,3396,3323,3218,987,808,3323,1708,1615,105.8,808,362,446,81.2,4491,3962,529,3962,3671,0,72,0,0,0,0,0,0,8,95,72,6,0,0,6,0,0,0,0,0,0,0,0,0,213,529,5,41,4,467,0,0,4491,4195,5,118,10,7,685,4491,1214,1106,0,0,108,3277,3207,0,0,6,0,20,44,4,40,2085,2984,1514,1470
2023,Pitkin County,Colorado,17119,8876,8243,107.7,635,447,870,771,999,2154,2283,2612,1347,1297,2295,1084,325,47.3,2560,14922,14559,14347,4645,3704,14559,7452,7107,104.9,3704,1969,1735,113.5,17119,15883,1236,15883,14760,80,54,0,0,0,0,0,0,8,97,54,401,8,100,0,0,3,0,290,0,0,0,0,0,588,1236,116,20,121,919,0,41,17119,15955,237,74,541,2,1565,17119,1904,719,28,179,978,15215,13778,63,54,401,0,40,879,631,248,13350,13566,7083,6483
2023,Prowers County,Colorado,11931,5977,5954,100.4,779,999,760,961,852,1268,1320,1280,635,854,1405,493,325,38.5,3070,9209,8861,8227,2786,2223,8861,4427,4434,99.8,2223,1041,1182,88.1,11931,10369,1562,10369,8397,84,126,26,0,0,0,0,0,8,99,100,64,9,9,25,0,21,0,0,0,0,0,0,0,1698,1562,59,318,27,1087,0,0,11931,9929,143,486,112,29,2827,11931,4750,3945,0,0,805,7181,6679,84,19,62,0,8,329,57,272,5466,8465,4185,4280
2023,Pueblo County,Colorado,168726,83770,84956,98.6,9109,10573,10687,10697,10106,21989,21198,19729,10033,11867,19664,9165,3909,40.4,37145,135926,131581,125943,39996,32738,131581,64674,66907,96.7,32738,14954,17784,84.1,168726,146797,21929,146797,125637,3510,3758,192,11,0,0,655,0,8,101,2900,1448,183,120,460,135,225,115,210,115,23,50,36,6,12329,21929,1424,2723,1145,14194,157,307,168726,146496,6057,8007,3022,358,28131,168726,70812,43470,1511,341,25490,97914,87111,3040,957,1250,97,692,4767,1053,3714,73031,127880,62781,65099
2023,Rio Blanco County,Colorado,6518,3426,3092,110.8,417,364,570,378,449,671,993,585,481,511,700,308,91,39.1,1594,5043,4924,4656,1393,1099,4924,2528,2396,105.5,1099,579,520,111.3,6518,5787,731,5787,5570,6,54,0,1,0,0,0,0,8,103,53,23,0,12,0,0,0,0,11,0,0,0,0,0,134,731,5,180,96,443,0,0,6518,6294,18,241,126,0,577,6518,685,380,20,0,285,5833,5370,6,53,23,0,0,381,130,251,3288,4738,2445,2293
2023,Rio Grande County,Colorado,11394,5763,5631,102.3,579,547,767,637,583,1043,1935,1196,690,901,1557,698,261,43.2,2323,9387,9071,8735,3051,2516,9071,4601,4470,102.9,2516,1228,1288,95.3,11394,9677,1717,9677,8488,50,390,4,0,0,0,123,0,8,105,263,11,0,0,0,9,2,0,0,0,0,0,0,0,738,1717,58,150,7,1168,0,0,11394,10145,109,826,96,11,2229,11394,4630,2450,33,4,2143,6764,6284,46,159,11,0,21,243,29,214,6574,8594,4285,4309
2023,Routt County,Colorado,24990,13106,11884,110.3,1023,1308,1267,1295,1205,3462,3764,3540,1672,2066,3045,893,450,42.6,4380,21153,20610,19827,5614,4388,20610,10898,9712,112.2,4388,2301,2087,110.3,24990,22209,2781,22209,21236,52,141,0,0,0,0,0,0,8,107,141,215,2,52,65,5,10,14,67,35,0,35,0,0,530,2781,11,490,78,2071,0,0,24990,24006,72,677,351,121,2620,24990,2180,1246,365,72,497,22810,20351,36,93,211,35,159,1925,1419,506,16913,19928,10578,9350
2023,Saguache County,Colorado,6511,3336,3175,105.1,383,298,269,307,194,612,790,785,582,565,1243,363,120,49.8,1207,5505,5304,5233,2068,1726,5304,2715,2589,104.9,1726,929,797,116.6,6511,5538,973,5538,4983,48,161,0,0,0,0,72,0,8,109,89,53,0,0,53,0,0,0,0,0,0,0,0,0,293,973,16,336,29,565,0,0,6511,5929,64,524,82,27,858,6511,2404,1278,0,11,1115,4107,3652,48,23,53,0,0,331,95,236,3838,5098,2595,2503
2023,San Juan County,Colorado,690,378,312,121.2,19,16,25,18,53,127,121,57,41,70,123,13,7,42.2,78,617,612,612,187,143,612,328,284,115.5,143,85,58,146.6,690,612,78,612,604,0,8,0,0,0,0,0,0,8,111,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,5,14,59,0,0,690,682,0,13,14,0,59,690,112,85,0,0,27,578,544,0,8,0,0,0,26,7,19,720,587,315,272
2023,San Miguel County,Colorado,8026,4592,3434,133.7,244,373,402,363,321,1257,1290,1203,616,566,1033,216,142,42.7,1284,6917,6742,6613,1684,1391,6742,3780,2962,127.6,1391,831,560,148.4,8026,7566,460,7566,7191,56,54,0,0,0,0,43,0,8,113,11,19,0,17,0,0,0,0,2,0,0,0,0,0,246,460,20,138,16,286,0,0,8026,7651,76,192,35,0,532,8026,906,679,0,29,198,7120,6790,56,54,19,0,14,187,13,174,6606,6408,3589,2819
2023,Sedgwick County,Colorado,2346,1190,1156,102.9,188,80,117,204,100,247,277,178,156,225,363,151,60,42.9,513,1921,1833,1728,724,574,1833,953,880,108.3,574,285,289,98.6,2346,2147,199,2147,1990,21,3,0,0,0,0,0,0,8,115,3,37,0,19,4,5,9,0,0,0,0,0,0,0,96,199,0,57,23,112,0,0,2346,2189,21,67,60,0,215,2346,437,339,14,4,80,1909,1769,21,3,37,0,15,64,20,44,1184,1769,920,849
2023,Summit County,Colorado,30857,16896,13961,121.0,1102,1388,1704,1379,1261,6062,4898,4231,2156,1937,3469,1075,195,39.2,5064,26472,25793,24895,5907,4739,25793,14256,11537,123.6,4739,2484,2255,110.2,30857,26034,4823,26034,24521,115,116,0,0,20,0,0,0,8,117,96,485,188,129,0,63,8,16,81,158,118,0,0,40,639,4823,342,115,73,4293,0,0,30857,29344,457,231,558,158,4932,30857,5218,3389,124,19,1686,25639,23120,115,92,461,158,45,1648,1144,504,31849,24158,13451,10707
2023,Teller County,Colorado,24774,12664,12110,104.6,803,1216,1173,1062,927,2570,2685,3372,2181,2796,4244,1330,415,52.0,3970,21259,20804,20341,7576,5989,20804,10760,10044,107.1,5989,3093,2896,106.8,24774,22537,2237,22537,21685,236,62,0,0,0,0,0,0,8,119,62,102,0,46,0,20,36,0,0,11,11,0,0,0,441,2237,158,509,271,1184,0,0,24774,23922,394,584,456,76,1675,24774,1831,983,93,26,729,22943,20922,236,2,102,11,137,1533,608,925,13516,20589,10647,9942
2023,Washington County,Colorado,4839,2537,2302,110.2,238,355,294,261,279,540,626,529,284,373,611,287,162,41.2,1078,3891,3761,3625,1262,1060,3761,1960,1801,108.8,1060,524,536,97.8,4839,4552,287,4552,4286,58,0,0,0,0,0,0,0,8,121,0,19,4,0,8,0,0,1,6,1,0,1,0,0,188,287,7,47,16,172,21,5,4839,4547,103,87,49,1,372,4839,548,477,0,4,67,4291,4101,54,0,19,1,12,104,5,99,2280,3640,1875,1765
2023,Weld County,Colorado,340711,172951,167760,103.1,23272,23664,25749,24392,20679,51589,49957,40639,18351,19190,27286,11691,4252,35.2,87535,262606,253176,239215,54053,43229,253176,128117,125059,102.4,43229,20272,22957,88.3,340711,298557,42154,298557,258936,4937,3344,630,13,254,0,288,0,8,123,2159,5672,412,804,509,515,281,682,2469,347,77,120,63,87,25321,42154,1825,4551,3003,28911,60,105,340711,299830,7852,10129,9651,1232,56667,340711,103804,83862,1693,581,17668,236907,214808,4194,766,5370,215,1347,10207,2571,7636,125033,236276,118673,117603
2023,Yuma County,Colorado,9921,5063,4858,104.2,700,860,752,544,457,1272,1122,1260,591,608,999,493,263,39.6,2723,7398,7198,7022,2110,1755,7198,3673,3525,104.2,1755,801,954,84.0,9921,8428,1493,8428,7938,12,84,0,0,0,0,0,0,8,125,84,27,6,1,20,0,0,0,0,12,12,0,0,0,355,1493,0,50,44,1374,0,0,9921,9406,22,149,71,22,1744,9921,2862,2650,38,24,150,7059,6768,12,84,0,0,47,148,44,104,4324,6211,3147,3064
2023,Capitol Planning Region,Connecticut,969029,474604,494425,96.0,49427,52684,58663,64550,67854,125901,124288,120303,68840,65012,98478,49101,23928,40.2,197922,795650,771107,730053,208659,171507,771107,373993,397114,94.2,171507,75382,96125,78.4,969029,882514,86515,882514,637789,120661,2122,19,55,228,0,9,0,9,110,1811,56889,28531,10619,2501,720,2858,3450,8210,622,75,229,56,262,64431,86515,21964,3202,6599,41007,1364,4499,969029,715480,153247,9950,66606,1739,114499,969029,168439,9913,106018,3411,49097,800590,590481,111597,747,56485,384,5952,34944,10021,24923,415269,718153,347189,370964
2023,Greater Bridgeport Planning Region,Connecticut,326296,160029,166267,96.2,17622,19069,22110,24888,22148,37155,41996,44473,23005,22363,29691,14471,7305,40.0,72652,262713,253644,238272,64485,51467,253644,123104,130540,94.3,51467,22963,28504,80.6,326296,294244,32052,294244,192722,41040,1319,306,0,73,0,52,0,9,120,888,17243,4294,2464,1616,198,726,1896,6049,180,0,22,146,12,41740,32052,2205,614,2122,20532,304,3855,326296,219711,49015,3082,20163,575,67781,326296,85034,9023,35037,2326,38648,241262,174303,36215,266,16949,34,4123,9372,4862,4510,125678,221791,107076,114715
2023,Lower Connecticut River Valley Planning Region,Connecticut,174983,86295,88688,97.3,7154,7620,8904,10614,10797,19992,20915,22738,14146,14295,21807,10979,5022,45.8,29746,149349,145237,138387,46601,37808,145237,70840,74397,95.2,37808,17111,20697,82.7,174983,162020,12963,162020,143620,8921,334,0,0,0,0,0,0,9,130,334,6109,1506,1734,500,132,270,469,1498,225,225,0,0,0,2811,12963,1824,974,841,7396,143,337,174983,155804,12465,2278,7241,478,11327,174983,13031,1238,6447,413,4933,161952,140056,7957,38,6109,225,478,7089,2739,4350,82771,140528,68428,72100
2023,Naugatuck Valley Planning Region,Connecticut,452303,221077,231226,95.6,22997,25165,26570,27461,26492,58625,56887,57921,32760,32769,49051,24472,11133,41.9,92290,371797,360013,345497,103712,84656,360013,173761,186252,93.3,84656,37463,47193,79.4,452303,402666,49637,402666,302936,50684,860,82,0,64,0,13,0,9,140,701,18171,5020,4440,1395,106,1012,1093,5105,209,36,30,0,143,29806,49637,7782,1697,3046,25819,1000,3128,452303,346880,68484,6393,23172,510,63140,452303,86804,4411,50125,1617,30651,365499,276403,46541,196,17989,87,3395,20888,5163,15725,191984,337797,161981,175816
2023,Northeastern Connecticut Planning Region,Connecticut,95829,47829,48000,99.6,4399,5156,4871,5331,5064,12034,12197,12889,7728,7908,10998,5285,1969,43.9,17836,80298,77993,75007,22789,18252,77993,38643,39350,98.2,18252,8256,9996,82.6,95829,89998,5831,89998,84910,1722,189,79,0,0,0,0,0,9,150,110,1307,307,270,316,0,211,17,186,86,4,48,34,0,1784,5831,1058,1115,650,2148,55,5,95829,90542,3436,2009,2111,171,4261,95829,4839,544,2674,99,1522,90990,83553,1611,56,1304,86,313,4067,1003,3064,41629,76283,37822,38461
2023,Northwest Hills Planning Region,Connecticut,112848,56408,56440,99.9,4786,5321,6088,6749,5456,12781,13061,14612,8844,10049,14780,6996,3325,47.1,20400,95007,92448,88884,31013,25101,92448,45722,46726,97.9,25101,11810,13291,88.9,112848,105088,7760,105088,96043,3072,116,0,0,30,0,0,0,9,160,86,2457,399,298,304,80,483,170,723,0,0,0,0,0,3400,7760,1219,708,804,3998,93,302,112848,103351,5111,1269,3449,109,7909,112848,9442,1440,2727,205,5070,103406,93305,2826,30,2457,0,682,4106,1208,2898,55665,88736,43839,44897
2023,South Central Connecticut Planning Region,Connecticut,566803,273939,292864,93.5,28367,29655,32996,39324,39536,74848,69342,70353,38512,40746,59514,29557,14053,40.2,112160,468461,454643,427256,128526,103124,454643,216643,238000,91.0,103124,45119,58005,77.8,566803,515562,51241,515562,362498,79175,1221,165,17,115,0,42,0,9,170,882,25059,5169,7660,2139,407,2433,1316,5935,187,0,112,7,68,47422,51241,7720,1581,3608,30075,918,2525,566803,409159,94009,5465,29859,1198,82244,566803,108273,17165,54201,2180,34727,458530,337620,73955,390,24651,102,3935,17877,4252,13625,247217,422122,200159,221963
2023,Southeastern Connecticut Planning Region,Connecticut,279025,139744,139281,100.3,13480,13724,17087,18101,19509,36571,33072,33540,20896,19902,31090,15473,6580,41.0,54621,230958,224404,212369,64130,53143,224404,111726,112678,99.2,53143,24446,28697,85.2,279025,253191,25834,253191,212725,15293,1558,74,12,0,0,0,0,9,180,1472,10427,2308,3603,2490,168,366,350,1142,0,0,0,0,0,13188,25834,4585,2716,2222,10559,673,1307,279025,235889,24390,7338,13697,808,26535,279025,40941,6205,21141,1270,12325,238084,199002,13847,1011,10292,0,1494,12438,2427,10011,125728,214772,107219,107553
2023,Western Connecticut Planning Region,Connecticut,621232,305192,316040,96.6,33008,36996,40008,41127,36567,71864,79703,85714,46027,44504,60614,31044,14056,41.5,136371,501711,484861,463112,130073,105714,484861,235871,248990,94.7,105714,47351,58363,81.1,621232,549885,71347,549885,398099,64185,1850,259,32,485,0,0,0,9,190,1074,33292,12957,9157,2941,1271,2240,623,4103,297,26,59,0,212,52162,71347,8183,1307,5166,45884,377,3069,621232,463339,79960,6408,40975,933,106366,621232,123865,13539,16443,2825,91058,497367,371057,60864,502,33076,184,5839,25845,10438,15407,250108,421405,202996,218409
2023,Kent County,Delaware,185043,89146,95897,93.0,10969,13166,10868,12928,12530,24471,22479,20714,11523,12351,19621,9906,3517,38.5,42374,147819,142669,134290,40397,33044,142669,67548,75121,89.9,33044,14769,18275,80.8,185043,169460,15583,169460,110861,49879,786,0,0,0,0,0,0,10,1,786,4156,1191,334,936,89,432,264,910,136,41,4,55,36,3642,15583,4345,916,1368,5152,691,1380,185043,123615,57443,3008,6419,495,10648,185043,14649,3169,7019,244,4217,170394,106611,48830,610,4119,81,758,9385,1384,8001,74997,137822,65296,72526
2023,New Castle County,Delaware,573030,278119,294911,94.3,31591,32308,36731,38731,35126,80062,74643,71135,38011,39531,56952,27647,10562,39.2,122553,465549,450477,425218,118525,95161,450477,216068,234409,92.2,95161,41987,53174,79.0,573030,530663,42367,530663,323642,144850,1177,382,16,68,0,0,0,10,3,711,33953,16003,7519,2897,560,1547,1152,4275,218,0,57,2,159,26823,42367,9600,2072,3577,17851,1104,2915,573030,359867,162717,6442,39663,755,50093,573030,65392,25359,20757,1063,18213,507638,306451,141051,340,33842,169,2896,22889,4277,18612,235057,421526,201343,220183
2023,Sussex County,Delaware,247799,120320,127479,94.4,11985,12265,13345,12002,10885,23813,23979,25662,18611,22202,46217,21321,5512,51.4,45469,207262,202330,195879,87067,73050,202330,97164,105166,92.4,73050,34115,38935,87.6,247799,228865,18934,228865,187296,25916,1781,41,2,231,0,0,0,10,5,1507,3055,727,333,591,55,220,489,640,49,11,0,38,0,10768,18934,4273,1313,835,9873,536,677,247799,204420,32408,4173,4496,377,21667,247799,27788,7988,3244,455,16101,220011,180486,25323,554,3054,0,1197,9397,1671,7726,147904,192173,91611,100562
2023,District of Columbia,District of Columbia,672079,320001,352078,90.9,40916,35464,33210,33530,44553,150272,110537,71949,33129,33018,50006,25636,9859,34.9,125675,556577,546404,521480,105037,85501,546404,256267,290137,88.3,85501,35556,49945,71.2,672079,615546,56533,615546,262549,290772,2044,372,99,486,0,45,0,11,1,1042,27465,7657,6747,2370,987,3646,2090,3968,378,124,105,0,149,32338,56533,10570,1925,8046,20531,2269,4375,672079,309951,313970,10679,38803,1302,61528,672079,77760,14440,5480,2990,54850,594319,245760,285926,715,26970,297,4301,30350,4616,25734,356101,504084,235001,269083
2023,Alachua County,Florida,281751,135748,146003,93.0,13539,13831,14687,25398,42391,41454,32598,27060,13144,15535,25398,11245,5471,32.2,50339,236346,231412,202814,51260,42114,231412,110416,120996,91.3,42114,18703,23411,79.9,281751,255609,26142,255609,176610,54537,439,16,0,0,0,19,0,12,1,404,16588,5785,3806,3048,302,1294,1349,1004,129,12,4,13,100,7306,26142,3875,1637,2851,14333,243,560,281751,201056,60353,2930,21179,678,23635,281751,34392,4441,8029,6601,15321,247359,164301,53662,270,16444,129,1885,10668,1986,8682,125702,218104,104112,113992
2023,Baker County,Florida,28186,14848,13338,111.3,1811,1852,1914,1766,1861,3969,3720,3760,1700,1580,2590,1298,365,38.1,6814,21993,21372,20214,5218,4253,21372,11268,10104,111.5,4253,1936,2317,83.6,28186,25781,2405,25781,22038,3288,14,0,0,0,0,0,0,12,3,14,230,76,11,9,18,18,7,91,4,0,0,0,4,207,2405,382,881,39,1005,36,0,28186,24383,3729,954,308,4,1251,28186,1049,204,282,190,373,27137,21901,3230,14,230,0,0,1762,467,1295,10013,21147,11118,10029
2023,Bay County,Florida,181368,90134,91234,98.8,10115,10065,11452,9692,10257,24088,23096,22720,12609,14209,20100,9659,3306,41.4,38149,147700,143219,138402,40569,33065,143219,70765,72454,97.7,33065,15297,17768,86.1,181368,165982,15386,165982,138770,18134,817,93,0,0,0,7,0,12,5,717,3542,525,187,931,40,441,835,583,199,29,20,2,148,4520,15386,3354,1784,2363,6372,143,168,181368,153606,22540,3314,6399,556,11407,181368,15221,4452,3929,814,6026,166147,133662,17855,412,3476,179,1204,9359,1257,8102,106209,137124,68028,69096
2023,Bradford County,Florida,27888,15181,12707,119.5,1410,1399,2004,1444,1390,3962,3924,3641,1741,1918,2897,1745,413,40.5,5712,22777,22176,21268,6142,5055,22176,12194,9982,122.2,5055,2130,2925,72.8,27888,26251,1637,26251,20612,5182,23,0,0,0,0,0,0,12,7,23,262,28,0,33,0,0,10,191,0,0,0,0,0,172,1637,462,250,4,574,82,3,27888,22110,5983,495,369,12,764,27888,1360,154,801,113,292,26528,20241,4829,15,262,0,6,1175,173,1002,10826,22080,12098,9982
2023,Brevard County,Florida,620533,305646,314887,97.1,27381,29826,34636,33197,31204,70791,69495,73467,49131,51243,84078,47620,18464,46.8,112755,521840,507778,488901,178331,150162,507778,247867,259911,95.4,150162,69415,80747,86.0,620533,563602,56931,563602,467703,60843,1483,228,6,252,0,54,24,12,9,919,15017,3387,2877,3508,576,785,2223,1661,403,151,107,19,126,18153,56931,9941,3884,5295,29928,308,1878,620533,520532,76230,7523,23404,1973,51683,620533,72613,11232,26377,9713,25291,547920,442208,57308,636,14835,403,4644,27886,6666,21220,294461,490829,239846,250983
2023,Broward County,Florida,1946127,954117,992010,96.2,106739,107248,121372,111312,106411,252715,265348,263846,137921,130621,194375,103220,44999,41.3,406732,1586626,1539395,1477586,417830,342594,1539395,747401,791994,94.4,342594,153436,189158,81.1,1946127,1559659,386468,1559659,829741,549799,3749,92,60,304,0,20,0,12,11,3273,72251,28932,14568,8689,1317,2181,6733,9831,1309,254,304,191,560,102810,386468,23866,6416,9074,296249,1994,15695,1946127,1189860,612874,25420,92850,3100,438021,1946127,621023,39660,88998,121430,370935,1325104,621174,536826,2183,70070,1162,19430,74259,30213,44046,863128,1300896,627275,673621
2023,Calhoun County,Florida,13593,7619,5974,127.5,641,471,1095,801,639,1961,1734,1885,945,993,1287,770,371,41.8,2713,11136,10880,10522,3017,2428,10880,6138,4742,129.4,2428,1153,1275,90.4,13593,12545,1048,12545,10412,1578,95,0,0,0,0,0,0,12,13,95,101,0,0,16,0,12,19,54,0,0,0,0,0,359,1048,253,167,43,410,0,0,13593,11453,1963,306,185,7,895,13593,685,71,304,142,168,12908,10326,1578,95,101,0,133,675,146,529,5663,10603,5936,4667
2023,Charlotte County,Florida,195083,95972,99111,96.8,5433,6213,6901,7351,6801,15074,15392,19189,15294,18562,42210,28058,8605,60.0,23070,174984,172013,167625,89496,78873,172013,84025,87988,95.5,78873,38050,40823,93.2,195083,182113,12970,182113,165176,10312,258,11,0,0,0,6,0,12,15,241,2546,232,494,915,214,113,287,291,73,0,36,0,37,3748,12970,2006,1136,919,7755,29,336,195083,177649,13150,1854,3692,246,12054,195083,15278,2291,4140,3205,5642,179805,160819,9957,175,2526,62,481,5785,1426,4359,114821,165492,81049,84443
2023,Citrus County,Florida,158693,77744,80949,96.0,5362,6274,7512,6766,6007,13380,13653,16315,11570,14195,31272,19999,6388,56.9,23508,138141,135185,131594,66204,57659,135185,65314,69871,93.5,57659,27448,30211,90.9,158693,149418,9275,149418,140889,3546,450,0,0,0,0,0,0,12,17,450,2169,181,176,1304,32,95,154,227,67,23,44,0,0,2297,9275,1343,1028,791,4255,237,204,158693,148861,6427,2220,3959,196,7206,158693,10329,1668,3977,1268,3416,148364,136069,3369,359,2169,67,830,5501,1182,4319,83417,133018,64378,68640
2023,Clay County,Florida,223436,110382,113054,97.6,11684,14097,15650,14713,12266,27075,30166,29239,15206,15799,23345,10199,3997,40.2,51316,178763,172120,164951,46733,37541,172120,84077,88043,95.5,37541,17217,20324,84.7,223436,201353,22083,201353,160668,25437,268,24,0,0,0,0,0,12,19,244,6598,431,667,3877,372,265,309,677,148,63,85,0,0,8234,22083,3367,1659,2378,11052,202,888,223436,180871,31803,3106,9877,573,20998,223436,24684,4514,8972,3021,8177,198752,154359,24902,117,6524,135,2293,10422,1617,8805,87165,167990,82107,85883
2023,Collier County,Florida,387681,191331,196350,97.4,15948,16806,18984,18936,17258,35029,37695,42209,26651,28073,62502,50915,16675,53.1,63637,331756,324044,313340,146066,130092,324044,158944,165100,96.3,130092,61917,68175,90.8,387681,319788,67893,319788,269331,25539,4495,1421,0,2039,0,7,0,12,21,1028,5782,1574,1224,759,283,431,903,608,113,0,42,66,5,14528,67893,2480,1224,1412,58562,239,1083,387681,334934,30988,6946,8377,520,75904,387681,106446,38438,7240,24555,36213,281235,241784,24974,277,5769,16,860,7555,1899,5656,234732,282482,137213,145269
