year,county,state,number_sex_and_age_total_population,number_sex_and_age_total_population_male,number_sex_and_age_total_population_female,number_sex_and_age_total_population_under_5_years,number_sex_and_age_total_population_5_to_9_years,number_sex_and_age_total_population_10_to_14_years,number_sex_and_age_total_population_15_to_19_years,number_sex_and_age_total_population_20_to_24_years,number_sex_and_age_total_population_25_to_34_years,number_sex_and_age_total_population_35_to_44_years,number_sex_and_age_total_population_45_to_54_years,number_sex_and_age_total_population_55_to_59_years,number_sex_and_age_total_population_60_to_64_years,number_sex_and_age_total_population_65_to_74_years,number_sex_and_age_total_population_75_to_84_years,number_sex_and_age_total_population_85_years_and_o,number_sex_and_age_total_population_median_age_yea,number_sex_and_age_total_population_18_years_and_o,number_sex_and_age_total_population_21_years_and_o,number_sex_and_age_total_population_62_years_and_o,number_sex_and_age_total_population_65_years_and_o,number_sex_and_age_total_population_18_years_and_o.1,number_sex_and_age_total_population_18_years_and_o.2,number_sex_and_age_total_population_18_years_and_o.3,number_sex_and_age_total_population_65_years_and_o.1,number_sex_and_age_total_population_65_years_and_o.2,number_sex_and_age_total_population_65_years_and_o.3,number_race_total_population,number_race_total_population_one_race,number_race_total_population_two_or_more_races,number_race_one_race,number_race_one_race_white,number_race_one_race_black_or_african_american,number_race_one_race_american_indian_and_alaska_na,number_race_one_race_american_indian_and_alaska_na.1,number_race_one_race_american_indian_and_alaska_na.2,number_race_one_race_american_indian_and_alaska_na.3,number_race_one_race_american_indian_and_alaska_na.4,number_race_one_race_asian,number_race_one_race_asian_asian_indian,number_race_one_race_asian_chinese,number_race_one_race_asian_filipino,number_race_one_race_asian_japanese,number_race_one_race_asian_korean,number_race_one_race_asian_vietnamese,state_fips,county_fips,number_race_one_race_asian_other_asian,number_race_one_race_native_hawaiian_and_other_pac,number_race_one_race_native_hawaiian_and_other_pac.1,number_race_one_race_native_hawaiian_and_other_pac.2,number_race_one_race_native_hawaiian_and_other_pac.3,number_race_one_race_native_hawaiian_and_other_pac.4,number_race_one_race_some_other_race,number_race_two_or_more_races,number_race_two_or_more_races_white_and_black_or_a,number_race_two_or_more_races_white_and_american_i,number_race_two_or_more_races_white_and_asian,number_race_two_or_more_races_black_or_african_ame,number_race_alone_or_in_combination_with_one_or_mo,number_race_alone_or_in_combination_with_one_or_mo.1,number_race_alone_or_in_combination_with_one_or_mo.2,number_race_alone_or_in_combination_with_one_or_mo.3,number_race_alone_or_in_combination_with_one_or_mo.4,number_race_alone_or_in_combination_with_one_or_mo.5,number_race_alone_or_in_combination_with_one_or_mo.6,number_hispanic_or_latino_and_race_total_populatio,number_hispanic_or_latino_and_race_total_populatio.1,number_hispanic_or_latino_and_race_total_populatio.2,number_hispanic_or_latino_and_race_total_populatio.3,number_hispanic_or_latino_and_race_total_populatio.4,number_hispanic_or_latino_and_race_total_populatio.5,number_hispanic_or_latino_and_race_total_populatio.6,number_hispanic_or_latino_and_race_total_populatio.7,number_hispanic_or_latino_and_race_total_populatio.8,number_hispanic_or_latino_and_race_total_populatio.9,number_hispanic_or_latino_and_race_total_populatio.10,number_hispanic_or_latino_and_race_total_populatio.11,number_hispanic_or_latino_and_race_total_populatio.12,number_hispanic_or_latino_and_race_total_populatio.13,number_hispanic_or_latino_and_race_total_populatio.14,number_hispanic_or_latino_and_race_total_populatio.15,number_total_housing_units
2009,Rensselaer County,New York,155043,76417,78626,8597,9155,9930,11620,10723,19995,21569,24316,10426,8026,10306,6800,3580,39.1,120857,113219,25348,20686,120857,59183,61674,20686,8580,12106,155043,150738,4305,150738,138612,7126,328,20,0,0,30,3163,928,1160,143,51,110,314,36,83,457,13,0,0,0,13,1496,4305,1755,1611,436,87,155043,142770,9132,2148,3716,13,1766,155043,4392,514,2538,139,1201,150651,136349,6743,306,3154,13,310,3776,59,3717,68951
2009,Richmond County,New York,483168,235328,247840,29136,30930,32861,33579,30068,64105,72924,74719,31538,24859,30929,20396,7124,38.1,368830,349619,71978,58449,368830,176807,192023,58449,24134,34315,483168,476790,6378,476790,367786,47962,887,24,32,8,0,35904,7897,13165,5938,183,4084,1167,36,85,3470,0,0,0,0,0,24251,6378,2142,685,870,352,483168,372821,51308,2179,37412,66,26034,483168,72724,12965,36897,1812,21050,410444,324078,45361,594,35367,0,1258,3786,380,3406,178237
2009,Rockland County,New York,297298,146742,150556,22929,22366,23166,23456,18966,28677,40215,43757,18732,15981,20992,12222,5839,37.5,214210,201055,47832,39053,214210,104126,110084,39053,16734,22319,297298,293913,3385,293913,229106,33701,635,81,0,0,0,18598,5954,3096,4843,235,1826,924,36,87,1720,203,0,51,152,0,11670,3385,893,203,481,126,297298,231605,35316,1206,19578,269,12963,297298,38500,4607,11014,1164,21715,258798,204903,32271,632,18383,51,659,1899,276,1623,98610
2009,St. Lawrence County,New York,109742,55994,53748,6104,5493,6851,11267,10865,12158,14085,15735,7060,5605,7685,4826,2008,36.8,86663,76523,17478,14519,86663,44098,42565,14519,6135,8384,109742,108567,1175,108567,102909,3253,496,52,0,3,0,1044,120,659,25,8,103,39,36,89,90,27,19,1,0,7,838,1175,446,196,116,7,109742,103929,3881,753,1191,32,1235,109742,2123,208,1112,79,724,107619,102216,3039,461,1044,27,55,777,31,746,50836
2009,Saratoga County,New York,216491,106983,109508,12042,14438,13609,15096,13023,24506,34853,35035,15022,11823,14372,8731,3941,39.6,167324,158264,33518,27044,167324,81851,85473,27044,11880,15164,216491,213480,3011,213480,205402,3355,489,85,17,0,0,3364,1107,777,169,217,350,336,36,91,408,34,0,0,0,34,836,3011,853,537,849,114,216491,208157,4627,1378,4427,113,1104,216491,4425,583,2006,238,1598,212066,202323,3038,489,3338,34,234,2610,55,2555,94748
2009,Schenectady County,New York,150474,73230,77244,9238,9066,10275,10973,9374,17029,21354,23063,9790,7186,10208,9029,3889,39.7,115335,108301,27087,23126,115335,55095,60240,23126,9407,13719,150474,147538,2936,147538,124649,12786,577,16,0,0,0,5637,2681,1331,259,269,630,262,36,93,205,232,35,11,0,186,3657,2936,1181,201,415,101,150474,127162,14587,1062,6457,284,4274,150474,6674,815,4259,47,1553,143800,120785,11960,572,5522,221,2361,2379,216,2163,66283
2009,Schoharie County,New York,31813,15852,15961,1453,1925,1800,3068,2235,3157,4134,4927,2223,2003,2569,1806,513,40.9,25223,23006,5930,4888,25223,12531,12692,4888,2236,2652,31813,31583,230,31583,30634,401,198,6,0,21,0,194,60,33,28,44,29,0,36,95,0,0,0,0,0,0,156,230,131,89,0,0,31813,30864,532,287,194,0,166,31813,704,77,462,25,140,31109,30121,389,177,194,0,23,205,3,202,16552
2009,Schuyler County,New York,18896,9507,9389,833,1043,1275,1420,1215,1828,2586,3105,1446,1175,1642,990,338,42.2,14819,14048,3754,2970,14819,7410,7409,2970,1306,1664,18896,18630,266,18630,18081,457,46,0,0,0,0,29,0,29,0,0,0,0,36,97,0,0,0,0,0,0,17,266,49,174,20,0,18896,18343,521,239,53,0,25,18896,282,126,50,0,106,18614,17927,366,46,29,0,16,230,4,226,9451
2009,Seneca County,New York,34181,17784,16397,1820,1762,2208,2347,2417,4113,4802,5310,2418,1935,2538,1754,757,40.3,26913,25556,6160,5049,26913,14136,12777,5049,2226,2823,34181,33716,465,33716,31457,1596,154,2,21,0,0,302,124,31,5,13,0,28,36,99,101,21,19,2,0,0,186,465,198,104,74,0,34181,31917,1799,258,413,32,264,34181,1031,99,690,0,242,33150,30767,1512,144,302,21,33,371,0,371,14927
2009,Steuben County,New York,96674,47664,49010,5565,5916,6762,6935,5675,10296,12910,15527,6920,5427,7729,5200,1812,40.8,73855,70327,17985,14741,73855,36065,37790,14741,6444,8297,96674,95918,756,95918,92557,1490,346,97,0,0,21,1218,498,359,58,88,125,13,36,101,77,0,0,0,0,0,307,756,281,288,46,11,96674,93253,1829,658,1279,41,383,96674,1096,236,407,73,380,95578,91806,1418,338,1209,0,78,729,53,676,47072
2009,Suffolk County,New York,1511028,745399,765629,95764,102301,109849,108322,88913,161957,235559,241902,94124,78370,102925,64661,26381,39.0,1134678,1075485,238486,193967,1134678,552414,582264,193967,82429,111538,1511028,1489339,21689,1489339,1269054,109305,3581,154,0,0,156,50872,15820,13511,5796,1132,4700,1981,36,103,7932,331,0,321,0,10,56196,21689,5310,3215,3477,1859,1511028,1286911,118817,9275,55565,552,62679,1511028,198965,12751,56152,3644,126418,1312063,1136925,104806,2246,50533,172,2738,14643,1164,13479,543628
2009,Sullivan County,New York,75924,38765,37159,4527,4411,4959,5626,4400,8123,11266,11896,5413,4556,5952,3413,1382,41.0,58380,55585,13355,10747,58380,29685,28695,10747,4983,5764,75924,73986,1938,73986,63422,6467,507,6,0,0,0,1161,341,193,207,43,240,58,36,105,79,0,0,0,0,0,2429,1938,676,315,115,161,75924,64930,7532,1067,1452,115,2863,75924,8900,828,4617,303,3152,67024,58248,6042,96,1161,0,111,1366,18,1348,48369
2009,Tioga County,New York,50367,25067,25300,2830,2873,3916,3768,2874,4921,7018,8638,3515,2692,4043,2533,746,41.3,38319,36180,8822,7322,38319,18812,19507,7322,3285,4037,50367,49485,882,49485,48776,278,82,3,0,0,0,271,98,59,29,11,25,26,36,107,23,19,0,0,0,19,59,882,263,276,195,33,50367,49576,630,447,478,72,102,50367,694,187,324,14,169,49673,48292,209,63,271,19,7,812,37,775,21833
2009,Tompkins County,New York,100583,50242,50341,4426,3866,5060,14058,19543,10146,11207,12486,5476,4208,5014,3221,1872,28.3,83778,67546,12387,10107,83778,41401,42377,10107,4271,5836,100583,98124,2459,98124,83817,3556,233,37,10,0,0,9318,1101,4489,189,334,1797,218,36,109,1190,79,0,0,0,79,1121,2459,854,481,546,109,100583,86070,4731,987,9988,174,1299,100583,3832,750,1102,178,1802,96751,81430,3244,140,9230,79,413,2215,56,2159,40689
2009,Ulster County,New York,181510,90470,91040,9153,9900,11233,13344,12221,20768,26721,29922,13067,10095,13186,8928,2972,40.6,143380,135142,30708,25086,143380,70897,72483,25086,10888,14198,181510,177416,4094,177416,160559,10444,504,52,0,0,0,3002,980,910,261,140,215,257,36,111,239,13,13,0,0,0,2894,4094,1851,653,459,245,181510,164137,12958,1575,3603,26,3535,181510,13237,2666,5825,557,4189,168273,151810,9761,404,2964,13,126,3195,65,3130,81613
2009,Warren County,New York,65743,32118,33625,3250,3376,4161,4625,4067,6836,9083,10534,4976,4019,5620,3922,1274,42.5,52136,49338,12969,10816,52136,25116,27020,10816,4624,6192,65743,65293,450,65293,63543,516,279,0,0,0,0,532,169,69,55,24,145,49,36,113,21,80,0,0,0,80,343,450,133,102,86,0,65743,63884,758,381,656,93,421,65743,1060,172,458,42,388,64683,62907,503,279,532,80,56,326,0,326,37467
2009,Washington County,New York,62486,32333,30153,3111,3538,3926,4551,4138,6932,9370,10021,4147,3539,4902,3125,1186,40.9,49052,46415,11289,9213,49052,25270,23782,9213,3974,5239,62486,61804,682,61804,58949,2060,152,33,0,0,0,335,0,54,87,22,23,52,36,115,97,3,0,0,0,3,305,682,222,270,59,65,62486,59520,2403,503,423,3,332,62486,1454,91,767,36,560,61032,58158,1784,97,315,3,67,608,4,604,28395
2009,Wayne County,New York,91658,45534,46124,5446,5769,6891,6875,4898,8671,14003,15472,6282,5105,6625,4061,1560,40.6,68985,65582,15087,12246,68985,33971,35014,12246,5383,6863,91658,90579,1079,90579,85610,3405,305,13,6,0,4,480,59,61,70,12,66,164,36,117,48,0,0,0,0,0,779,1079,254,372,202,10,91658,86619,3752,717,682,9,990,91658,2850,987,1373,106,384,88808,83828,3264,292,480,0,82,862,64,798,40126
2009,Westchester County,New York,949050,458864,490186,60742,62783,67813,66259,54106,103523,143880,148649,61798,46586,64849,47194,20868,39.4,716361,679021,158557,132911,716361,339862,376499,132911,54169,78742,949050,931335,17715,931335,657161,133096,1228,65,0,0,0,53021,19269,11552,6607,5560,5273,818,36,119,3942,201,138,26,0,37,86628,17715,4634,1251,3919,578,949050,671487,141378,3809,58372,316,92558,949050,177306,34507,42305,5042,95452,771744,576874,126634,850,52518,135,3883,10850,1185,9665,360130
2009,Wyoming County,New York,41820,22968,18852,2027,2467,2405,2821,2614,5143,6828,7065,2982,2047,2879,1787,755,40.2,33078,31591,6584,5421,33078,18530,14548,5421,2378,3043,41820,41530,290,41530,38082,2679,116,11,7,0,0,75,16,4,10,2,8,19,36,121,16,11,11,0,0,0,567,290,55,124,15,15,41820,38325,2783,276,90,16,632,41820,1368,125,815,75,353,40452,37497,2472,104,68,11,42,258,32,226,17331
2009,Yates County,New York,24526,11998,12528,1404,1700,1701,2224,1746,2073,2850,3725,1763,1385,2140,1182,633,40.1,18595,17135,4627,3955,18595,8985,9610,3955,1770,2185,24526,24402,124,24402,23896,274,55,0,0,0,0,100,3,47,0,7,19,0,36,123,24,0,0,0,0,0,77,124,19,83,22,0,24526,24020,293,138,122,0,77,24526,356,107,164,0,85,24170,23676,216,54,100,0,0,124,0,124,12489
2009,Alamance County,North Carolina,144769,69666,75103,9857,9703,9635,10601,8759,18659,21005,20365,8667,7211,10185,7182,2940,37.4,109473,102535,24223,20307,109473,51633,57840,20307,8180,12127,144769,142421,2348,142421,102264,26038,417,101,0,0,0,1770,291,62,433,30,184,563,37,1,207,183,12,0,0,171,11749,2348,1080,358,256,247,144769,104344,27550,1112,2026,233,12016,144769,15296,11682,490,117,3007,129473,99010,25852,417,1744,183,233,2034,12,2022,63843
2009,Alexander County,North Carolina,36278,17983,18295,2208,2403,2233,2366,1963,4538,5646,5410,2484,2052,2958,1346,671,39.9,27925,26752,6098,4975,27925,13873,14052,4975,2123,2852,36278,35922,356,35922,32327,2039,144,0,0,0,0,415,0,93,12,0,0,0,37,3,310,131,14,11,0,106,866,356,175,48,57,0,36278,32683,2214,192,472,131,942,36278,1217,915,54,0,248,35061,32036,2039,144,415,131,16,280,0,280,15399
2009,Alleghany County,North Carolina,10905,5445,5460,529,591,595,628,642,1096,1372,1605,916,747,1209,713,262,45.0,8779,8417,2593,2184,8779,4369,4410,2184,938,1246,10905,10573,332,10573,9256,77,9,0,0,0,0,31,0,10,16,0,0,0,37,5,5,1,0,0,0,1,1199,332,116,75,31,0,10905,9478,193,194,62,1,1309,10905,1624,1288,21,121,194,9281,8957,77,0,28,0,0,219,0,219,7185
2009,Anson County,North Carolina,25243,13017,12226,1549,1579,1579,1649,1382,3452,3782,3602,1558,1484,1840,1332,455,39.2,19483,18625,4426,3627,19483,10111,9372,3627,1436,2191,25243,25059,184,25059,12270,12093,161,0,0,0,0,245,0,0,26,0,20,10,37,7,189,0,0,0,0,0,290,184,80,53,0,0,25243,12403,12213,225,286,0,300,25243,358,273,33,0,52,24885,12244,12082,161,245,0,0,153,0,153,10594
2009,Ashe County,North Carolina,25467,12492,12975,1352,1356,1326,1300,1360,2832,3325,3808,2126,1741,2674,1553,714,44.6,20570,19997,6067,4941,20570,9961,10609,4941,2097,2844,25467,25392,75,25392,24304,115,168,52,0,0,0,117,0,0,48,44,0,25,37,9,0,0,0,0,0,0,688,75,16,25,0,0,25467,24379,131,193,117,0,722,25467,898,833,0,16,49,24569,24105,115,166,117,0,0,66,25,41,15302
2009,Avery County,North Carolina,17903,9686,8217,827,761,1063,1030,1412,2552,2543,2386,1295,954,1626,1105,349,39.9,14642,13939,3572,3080,14642,8034,6608,3080,1331,1749,17903,17308,595,17308,16427,473,36,10,0,0,0,85,31,8,5,0,10,31,37,11,0,103,103,0,0,0,184,595,145,347,0,64,17903,16948,693,457,96,114,212,17903,654,485,110,9,50,17249,16043,473,36,85,0,54,558,0,558,13471
2009,Beaufort County,North Carolina,45993,21822,24171,3038,2961,2665,2694,2502,4732,5447,6884,3453,3579,4498,2726,814,43.5,35549,34010,10006,8038,35549,16556,18993,8038,3363,4675,45993,45682,311,45682,31490,12679,49,29,0,0,0,95,49,0,12,0,0,0,37,13,34,27,15,12,0,0,1342,311,200,10,0,0,45993,31735,12954,68,95,93,1368,45993,2000,1512,148,0,340,43993,31031,12585,37,95,15,16,214,0,214,23803
2009,Bertie County,North Carolina,19187,9157,10030,1196,1110,1307,1435,1119,1824,2575,3083,1254,1167,1616,1259,242,42.5,14656,13943,3791,3117,14656,6818,7838,3117,1221,1896,19187,19094,93,19094,6853,11993,71,0,0,0,0,21,0,0,19,2,0,0,37,15,0,3,0,0,1,2,153,93,33,20,4,5,19187,6941,12062,127,25,3,153,19187,218,172,27,0,19,18969,6788,11993,71,21,3,0,93,0,93,9394
2009,Bladen County,North Carolina,32412,15741,16671,2237,2093,2228,2219,2010,3573,4133,4915,2085,2291,2619,1503,506,39.1,24416,23279,6120,4628,24416,11420,12996,4628,1857,2771,32412,31859,553,31859,18580,11252,772,107,0,0,18,39,10,0,29,0,0,0,37,17,0,0,0,0,0,0,1216,553,88,42,18,154,32412,18761,11712,968,57,206,1261,32412,1929,1596,102,25,206,30483,17952,11236,748,39,0,0,508,0,508,16052
2009,Brunswick County,North Carolina,98712,47953,50759,5332,5210,5044,5006,4854,10369,12088,13429,8889,9415,12424,5438,1214,46.1,79956,77208,24623,19076,79956,38487,41469,19076,8946,10130,98712,95425,3287,95425,83237,9099,1250,622,0,0,0,411,10,60,8,7,36,140,37,19,150,0,0,0,0,0,1428,3287,501,1969,88,366,98712,86009,10112,3588,525,54,1728,98712,3694,2760,414,2,518,95018,81219,9068,1237,411,0,72,3011,30,2981,72441
2009,Buncombe County,North Carolina,225869,108243,117626,13541,12201,13549,13318,13737,30647,31340,33737,15460,13351,17368,12697,4923,40.4,178393,170475,42654,34988,178393,83897,94496,34988,14225,20763,225869,221789,4080,221789,200472,15758,741,359,20,0,0,2191,373,415,379,175,194,417,37,21,238,125,27,15,83,0,2502,4080,1262,1142,621,125,225869,204126,17593,2141,3014,176,3144,225869,9522,6170,508,251,2593,216347,194286,15583,640,2172,125,123,3418,181,3237,107414
2009,Burke County,North Carolina,88987,44228,44759,5140,5434,5746,6692,5070,10027,13095,13173,6160,5047,7377,4399,1627,40.1,68641,64863,16061,13403,68641,33859,34782,13403,5459,7944,88987,87899,1088,87899,76054,5846,321,43,0,0,16,3142,91,54,105,30,19,55,37,23,2788,9,0,0,0,9,2527,1088,385,208,297,14,88987,77092,6327,606,3444,9,2660,88987,4548,1608,584,45,2311,84439,74124,5751,308,3131,9,120,996,24,972,39513
2009,Cabarrus County,North Carolina,161473,79204,82269,12866,12031,12228,10675,8924,22075,25988,23199,8542,7530,9305,5908,2202,35.8,117193,111776,21520,17415,117193,56462,60731,17415,7209,10206,161473,158647,2826,158647,128796,22847,564,83,0,0,29,2301,603,381,333,108,255,343,37,25,278,158,16,0,0,142,3981,2826,903,613,463,125,161473,131320,24128,1530,2909,203,4453,161473,13641,10094,1231,261,2055,147832,119764,22579,393,2215,158,519,2204,59,2145,66969
2009,Caldwell County,North Carolina,79382,39061,40321,4808,5109,5070,5113,3993,9396,11776,12172,5766,4436,6606,3968,1169,40.1,61078,58314,14296,11743,61078,29691,31387,11743,4932,6811,79382,78466,916,78466,71337,3903,195,24,0,0,0,471,10,78,62,0,56,86,37,27,179,49,0,0,0,49,2511,916,374,221,29,12,79382,72138,4416,428,500,193,2647,79382,3146,1528,420,261,937,76236,70731,3878,195,471,49,95,817,13,804,36080
2009,Camden County,North Carolina,9375,4515,4860,618,684,806,684,622,693,1487,1659,419,595,661,303,144,40.2,6883,6442,1387,1108,6883,3264,3619,1108,489,619,9375,9270,105,9270,7545,1551,42,16,0,0,0,121,0,0,0,0,121,0,37,29,0,0,0,0,0,0,11,105,56,49,0,0,9375,7650,1607,91,121,0,11,9375,90,76,14,0,0,9285,7466,1551,42,121,0,0,105,0,105,3849
2009,Carteret County,North Carolina,63369,31191,32178,3208,3336,3400,3662,3433,6836,8047,10194,5358,4646,6275,3721,1253,44.8,51074,49057,13878,11249,51074,24600,26474,11249,4982,6267,63369,62195,1174,62195,56119,4342,281,93,0,0,9,426,103,31,143,65,0,8,37,31,76,71,68,0,0,3,956,1174,457,324,126,9,63369,57220,4872,614,568,83,1186,63369,1452,1183,144,0,125,61917,55754,4342,240,426,0,0,1155,227,928,45722
2009,Caswell County,North Carolina,23228,11833,11395,1147,1387,1539,1443,1326,2555,3309,3823,1665,1539,1933,1017,545,41.6,18175,17425,4401,3495,18175,9182,8993,3495,1422,2073,23228,23008,220,23008,14764,7930,111,0,0,0,0,11,0,11,0,0,0,0,37,33,0,11,0,0,11,0,181,220,12,71,0,0,23228,14963,7989,219,11,11,292,23228,608,356,88,13,151,22620,14437,7917,111,11,11,24,109,0,109,10254
2009,Catawba County,North Carolina,155157,76481,78676,10630,10271,10566,10094,8677,19749,22767,23023,10412,7944,11347,7169,2508,38.5,117338,111897,25666,21024,117338,57106,60232,21024,8557,12467,155157,152203,2954,152203,127486,12504,504,152,0,0,0,4577,694,68,139,28,90,586,37,35,2972,12,12,0,0,0,7120,2954,1089,509,513,189,155157,130111,14056,1288,5196,37,7605,155157,13422,9547,748,130,2997,141735,122300,12133,226,4577,12,186,2301,59,2242,67084
2009,Chatham County,North Carolina,61444,30074,31370,3918,3670,3884,3364,2823,7647,10103,9487,4145,3618,4353,3337,1095,40.6,47809,46028,10944,8785,47809,23111,24698,8785,3689,5096,61444,60725,719,60725,47216,8467,250,151,26,0,0,1165,569,205,21,26,225,0,37,37,119,0,0,0,0,0,3627,719,188,114,109,127,61444,47741,8842,491,1281,0,3808,61444,7511,5599,120,33,1759,53933,43713,8201,244,1165,0,65,545,7,538,25558
2009,Cherokee County,North Carolina,26203,12617,13586,1359,1410,1562,1400,1146,2554,3117,3835,2289,2026,3155,1551,799,46.6,20934,20287,6605,5505,20934,9888,11046,5505,2455,3050,26203,25668,535,25668,24558,148,560,450,0,0,0,89,0,8,25,0,9,47,37,39,0,0,0,0,0,0,313,535,17,463,0,0,26203,25093,170,1028,89,0,363,26203,392,191,105,33,63,25811,24439,125,556,89,0,109,493,12,481,16186
2009,Chowan County,North Carolina,14629,7100,7529,878,810,1058,1156,926,1125,1778,2262,1154,794,1382,768,538,41.9,11253,10482,3239,2688,11253,5240,6013,2688,1081,1607,14629,14616,13,14616,8961,5234,138,80,0,0,0,73,41,0,0,10,0,0,37,41,22,0,0,0,0,0,210,13,13,0,0,0,14629,8974,5247,138,73,0,210,14629,310,269,38,0,3,14319,8899,5196,138,73,0,0,13,0,13,6971
2009,Clay County,North Carolina,10084,4879,5205,464,480,571,536,417,858,1184,1476,1020,801,1216,687,374,49.0,8233,7956,2686,2277,8233,3954,4279,2277,1021,1256,10084,10069,15,10069,9703,244,21,0,0,0,0,0,0,0,0,0,0,0,37,43,0,11,0,11,0,0,90,15,0,15,0,0,10084,9718,244,36,0,11,90,10084,147,109,9,19,10,9937,9657,244,21,0,0,0,15,0,15,6662
2009,Cleveland County,North Carolina,98331,47045,51286,6086,6866,6611,7258,5820,11335,13752,14235,6480,5455,7669,5105,1659,39.3,74218,69921,17621,14433,74218,34725,39493,14433,5835,8598,98331,97413,918,97413,75347,20126,191,55,0,0,0,756,137,139,101,0,83,35,37,45,261,18,18,0,0,0,975,918,318,202,96,85,98331,76069,20650,488,962,125,1017,98331,2096,1664,117,55,260,96235,74253,20087,191,703,18,107,876,0,876,43039
2009,Columbus County,North Carolina,54050,25844,28206,3777,3377,4046,3518,3285,6269,7187,7717,3772,3031,4520,2907,644,39.1,40557,38349,9786,8071,40557,19062,21495,8071,3191,4880,54050,53533,517,53533,33935,16467,1659,38,2,0,20,125,41,69,6,0,0,9,37,47,0,0,0,0,0,0,1347,517,75,196,55,170,54050,34274,16731,2035,193,0,1347,54050,1746,1613,5,7,121,52304,33497,16417,1640,125,0,108,517,0,517,24952
2009,Craven County,North Carolina,96789,47805,48984,7463,5994,5457,5811,11249,10450,11111,13260,5909,5463,7983,5299,1340,36.8,74340,69739,17785,14622,74340,36357,37983,14622,6351,8271,96789,94904,1885,94904,68217,22562,292,48,0,0,0,1291,274,178,133,93,158,137,37,49,318,109,63,46,0,0,2433,1885,780,375,195,31,96789,70012,23488,764,1546,152,2793,96789,3675,2021,623,70,961,93114,67235,22472,285,1291,102,211,1518,22,1496,43985
2009,Cumberland County,North Carolina,309316,150198,159118,26441,23082,21421,24248,35498,43357,40537,39273,15333,11994,16486,8862,2784,30.0,224989,207725,34694,28132,224989,107084,117905,28132,11451,16681,309316,294217,15099,294217,166537,109114,3316,625,5,82,0,6468,676,587,1428,357,1677,607,37,51,1136,771,132,387,70,182,8011,15099,4263,2841,1763,1959,309316,177872,117843,9187,9630,1551,9833,309316,18981,6573,7098,551,4759,290335,159170,107698,3080,6311,755,913,12408,405,12003,130433
2009,Currituck County,North Carolina,23713,11672,12041,1542,1593,1654,1557,1329,2515,3773,4082,1369,1560,1737,807,195,39.9,17887,17205,3520,2739,17887,8693,9194,2739,1280,1459,23713,23308,405,23308,21322,1737,29,13,0,0,0,140,16,0,91,16,7,0,37,53,10,0,0,0,0,0,80,405,136,152,49,0,23713,21687,1929,197,189,0,132,23713,513,239,90,67,117,23200,20974,1704,29,140,0,0,353,0,353,13738
2009,Dare County,North Carolina,33976,17221,16755,2086,1905,1753,1982,1732,3649,4809,6073,2663,2476,2911,1605,332,43.3,26933,25907,6125,4848,26933,13407,13526,4848,2350,2498,33976,33689,287,33689,31997,1256,86,0,0,0,0,90,0,13,0,0,0,77,37,55,0,0,0,0,0,0,260,287,11,105,166,0,33976,32279,1267,191,261,5,260,33976,1178,780,7,3,388,32798,31060,1245,74,90,0,42,287,0,287,32275
2009,Davidson County,North Carolina,156033,76644,79389,10064,10104,10985,10047,8213,18510,24524,23570,10308,8657,11703,7185,2163,39.1,118163,113230,25851,21051,118163,57241,60922,21051,8998,12053,156033,154562,1471,154562,134553,14312,606,131,31,0,0,1896,176,0,208,0,7,395,37,57,1110,39,0,39,0,0,3156,1471,495,363,94,82,156033,135867,15030,1077,2099,95,3477,156033,8866,6729,299,49,1789,147167,129058,14290,606,1816,39,97,1261,79,1182,68913
2009,Davie County,North Carolina,40297,19816,20481,2386,2468,3151,2766,1823,4035,6275,6241,2646,2559,3295,1954,698,40.9,30558,29046,7329,5947,30558,14706,15852,5947,2542,3405,40297,39814,483,39814,35713,2841,38,0,0,0,0,161,0,89,21,23,13,15,37,59,0,0,0,0,0,0,1061,483,80,164,54,14,40297,36121,3023,243,229,26,1185,40297,2495,2262,51,0,182,37802,34463,2841,7,161,0,13,317,0,317,17360
2009,Duplin County,North Carolina,52358,26340,26018,4081,3306,4080,3510,3296,7544,6764,7154,2960,2880,3789,2309,685,35.4,38649,36511,8547,6783,38649,18985,19664,6783,2654,4129,52358,51821,537,51821,30357,13486,51,6,0,0,0,102,0,53,0,14,27,0,37,61,8,78,0,0,78,0,7747,537,266,140,32,65,52358,30829,13824,274,134,78,7774,52358,10734,5977,160,70,4527,41624,27454,13424,44,102,0,79,521,0,521,21578
2009,Durham County,North Carolina,256296,124257,132039,20279,16629,14104,17603,19355,49137,37710,33300,13575,10546,12276,8239,3543,33.1,196433,183783,29789,24058,196433,93615,102818,24058,9607,14451,256296,249993,6303,249993,124648,93581,436,64,0,0,0,10775,3169,3691,951,450,723,579,37,63,1212,79,17,46,16,0,20474,6303,1851,820,991,974,256296,129580,97432,2880,11982,162,21327,256296,28999,17946,1345,288,9420,227297,117384,92959,401,10664,79,580,5230,216,5014,115227
2009,Edgecombe County,North Carolina,52586,24579,28007,3791,3807,3848,3772,3414,5889,7152,8383,3388,3040,3359,2065,678,37.8,38643,36736,7867,6102,38643,17346,21297,6102,2294,3808,52586,52009,577,52009,20955,29568,164,40,0,0,0,60,50,0,10,0,0,0,37,65,0,0,0,0,0,0,1262,577,88,108,11,177,52586,21284,29975,520,142,0,1313,52586,2179,1688,164,38,289,50407,20267,29469,79,60,0,16,516,0,516,25365
